label,year,reporter_info,status,case_categories,jurisdictions,principal_laws,summary,at_issue,case_documents,url
"Greenpeace Ltd v (1) Secretary of State for Business, Energy and Industrial Strategy and (2) the Oil and Gas Authority; and Uplift v (1) SSBEIS and (2) the OGA (North Sea oil and gas licensing)",2022,,pending,"Suits against governments, Environmental assessment and permitting, Natural resource extraction, Suits against governments, Energy and power","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Environmental Assessment of Plans and Programmes Regulations 2004, United Kingdom, Petroleum Act 1998","These challenges concern the legality of the following decisions, all of which relate to the licensing of North Sea oil.
•	On Sep. 7, 2022, the UK government adopted its non-statutory Offshore Energy Plan (“the Plan”). This Plan was the subject of a strategic environmental assessment (“SEA”), known as “OESEA4”.
•	On Sep. 8, 2022, the government approved the design of its “Climate Compatibility Checkpoint” (“the Checkpoint”). The stated aim of this policy was to ensure that, before a new North Sea oil and gas licensing round is offered, “the compatibility of future licensing with the UK’s climate objectives is evaluated”. In approving the design of this policy, a proposed test was omitted. That test would have considered whether end-use emissions from the combustion of UK oil are expected to fall in line with the 1.5°C temperature target, if further licensing rounds are approved.
•	On Sep.16, 2022, the government decided that a further licensing round was compatible with the UK’s climate objectives. That was informed by departmental analysis by reference to the Checkpoint.
•	On Oct. 4, 2022, the Oil and Gas Authority (“OGA”) invited applications for offshore oil and gas licenses under section 3 of the Petroleum Act 1998, in what is known as the 33rd Offshore Oil and Gas Licensing Round. The OGA is a company wholly owned by the UK government which, since March 2022, has traded under the name “The North Sea Transition Authority”.
These decisions were challenged in public law claims issued in December 2022 by environmental charities Greenpeace and Uplift. In April 2023 both claims were granted permission to proceed to trial. In July 2023 they were heard. In October 2023 the High Court dismissed both claims, rejecting all the grounds of challenge:
•	The decision in OESEA4 not to assess end-use emissions from further oil and gas licensing rounds was rational. There was no breach of the relevant SEA regulations. Whilst the leading case of R(Finch) v Surrey County Council [2022] EWCA Civ 187 concerned environmental impact assessment, not SEA, the factual context and the two regimes were sufficiently analogous that important parts of the Finch analysis were applicable. Here the Plan only set the framework for licensing oil and gas exploration and production in the North Sea. It did not set the framework for downstream development such as refinement and storage. The end-use emissions from uses of the extracted oil and gas were not therefore “likely significant effects” of the Plan under the SEA regulations. Further, it was lawful for the government to conclude there was an insufficient causal connection between new oil and gas licensing and end-use emissions, and to decline to assess such emissions on that basis also. (Judgment, paragraphs 89 to 116.)
•	The government did not fail to properly to assess “reasonable alternatives” under the SEA regulations. That failure was said by the claimants to have resulted from a failure to properly assess the alternative of not proceeding with further licensing. However, to the extent this entailed arguments about market substitution, these did not arise given end-use emissions were not assessed. As to assessments of production emissions, these were matters of judgement. Nor was it unlawful for the government to have concluded that imports would have a higher emissions intensity than UK-produced hydrocarbons. (Judgment, paragraphs 117 to 136.)
•	The reasons for omitting the end-use emissions test from the Checkpoint were lawful and rational. It was also rational for the government to rely on the Checkpoint when adopting the Plan and deciding the new licensing round was compatible with the UK’s climate objectives. The Checkpoint is not a statutory plan or policy. It is an informative, non-binding document to assist ministers in deciding whether to support or not support a further licensing round. It was a matter of judgement for the Secretary of State as to whether he considered there to be an appropriate test or benchmark for taking scope 3 emissions into account on a decision whether or not to support a new licensing round. (Judgment, paragraphs 137 to 150.)
•	The failure to publish reasons for deciding a new licensing round would be compatible with the Checkpoint and the UK’s climate objectives was not unlawful. There was no common law duty to give reasons. (Judgment, paragraphs 151 to 158.)
•	Further grounds of challenge related to the OGA’s decision to carry out the 33rd licensing round necessarily failed, given the findings above (judgment, paragraphs 58 and 159).
It is not known whether the claimants intend to appeal to the Court of Appeal.","The lawfulness of a further licensing round for North Sea oil and gas, and of related policy, including in respect of whether end use emissions are direct effects for the purposes of strategic environmental assessment.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230425_19127_press-release.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230425_19127_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231019_19127_judgment.pdf",https://climatecasechart.com/non-us-case/greenpeace-ltd-v-1-secretary-of-state-for-business-energy-and-industrial-strategy-and-2-the-oil-and-gas-authority-and-uplift-v-1-ssbeis-and-2-the-oga-north-sea-oil-and-gas-licensing
"Association “Za Zemiata (For the Earth) – Access to Justice” and “The Green Tank”, Hellenic Republic v. Executive Director of the Environment Executive Agency, TPP “Maritsa-Iztok 2” EAD",2021,,Decided,"Suits against governments, Energy and power, Suits against governments, Trade and Investment, Environmental permitting","Bulgaria, Administrative Court of Cassation, European Union, European Court of Justice","Bulgaria, Law on environmental protection, Bulgaria, Law on clean ambient air","This case first began in 2019 after the thermal power plant (TPP) Maritsa-Iztok 2 got its integrated permit for operation renewed indefinitely, allowing the plant to release mercury and sulphur oxides above set emissions limits. The Court of First Instance (Administrative Court Stara Zagora) dismissed the case, stating that there is no violation of the Aarhus Convention, even though the operations of the TPP in question have a transboundary effect. The Court also did not find any violations of the national Code of Administrative Procedure or the European Directives on ambient air quality and industrial emissions.",Whether a thermal power plant's renewed integrated permit that allows it to exceed set emissions limits violates Bulgarian and/or EU law.,No case documents are available.,https://climatecasechart.com/non-us-case/association-za-zemiata-for-the-earth-access-to-justice-and-the-green-tank-hellenic-republic-v-executive-director-of-the-environment-executive-agency-tpp-maritsa-iztok-2-ead
Major Gas Users’ Group v Commerce Commission,2024,,Decided,"Suits against governments, Energy and power","New Zealand, High Court of New Zealand","New Zealand, Commerce Act 1986","This case concerns the regulation of competition law regarding gas pipeline services in New Zealand. The plaintiff, representing the largest gas consumers in the country, sued New Zealand’s competition regulator, the Commerce Commission. They challenged decisions in which the Commission effectively allowed the country’s largest gas pipeline operators to raise prices to recover higher short-term costs in light of New Zealand’s announced phase-out of fossil fuels. The Commission essentially adjusted the useful lives of gas pipeline assets to account for this phase-out and accelerated the depreciation of those assets.",Whether New Zealand’s Commerce Commission erred in its decisions concerning the pricing allowed by New Zealand’s major gas pipeline operators in light of the government’s signaled phase-out of fossil fuels.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240429_85152_decision.pdf,https://climatecasechart.com/non-us-case/major-gas-users-group-v-commerce-commission
The Netherlands v. RWE and Uniper (Anti-Arbitration Injunctions),2021,,Decided,"Suits against governments, Trade and Investment, Climate-justified measures, Suits against governments, Energy and power","Germany, Higher Regional Court of Cologne","International Law, Energy Charter Treaty","In February and April 2021, RWE and Uniper commenced ICSID arbitration proceedings against the Kingdom of the Netherlands (see RWE v. Netherlands), alleging that its decision to phase out all coal-fired power plants by 2030 violates the Netherlands’ obligations under the Energy Charter Treaty (ECT).",Whether intra-EU arbitrations under the Energy Charter Treaty are admissible.,No case documents are available.,https://climatecasechart.com/non-us-case/netherlands-v-rwe-and-uniper-anti-arbitration-injunctions-before-the-higher-regional-court-of-cologne
"Instituto Preservar, AGAPAN and Núcleo Amigos da Terra vs. Federal Union and others (Climate emergency in Rio Grande do Sul state)",2023,Public Civil Action (ACP) 5050920-75.2023.4.04.7100,Pending,"Suits against governments, Environmental assessment and permitting, Natural resource extraction, Suits against governments, Energy and power, Suits against corporations, individuals, Corporations, Environmental assessment and permitting, Suits against corporations, individuals, Corporations, Just Transition","Brazil, Rio Grande do Sul, Rio Grande do Sul Federal Court","International Law, UNFCCC, Paris Agreement, Brazil, National Policy on Climate Change – PNMC (Federal Law 12, Brazil, State Policy on Climate Change (Rio de Grande do Sul)","On July 6, 2023, Instituto Preservar, Associação Gaúcha de Proteção ao Ambiente Natural - AGAPAN and Núcleo Amigos da Terra - Brasil filed a Public Civil Action (ACP) against the Federal Union, Federal Environment Agency - IBAMA, National Electric Power Agency - ANEEL, Companhia de Geração e Transmissão de Energia Elétrica do Sul do Brasil - Eletrobras CGT Eletrosul (SE & UTE Cantiota III), the State of Rio Grande do Sul, Rio Grande do Sul environmental agency - FEPAM and Companhia Riograndense de Mineração - CRM. The lawsuit seeks to order the defendants to adopt effective measures to comply with the guidelines, deadlines and targets set out in federal and Rio Grande do Sul 's climate laws. It is argued that in the period from 2009 to 2023, the Federal Government, and from 2010 to 2023, the state of Rio Grande do Sul, by action or omission, failed to comply with the legal guidelines and did not meet the deadlines and targets set out in the National Policy on Climate Change (PNMC), the Paris Agreement and the Rio Grande do Sul ‘s Policy on Climate Change (PGMC), as there was no effective implementation of instruments such as the Strategic Environmental Assessment (SEA), equal and transparent composition of the Rio Grande do Sul Climate Change Forum (FGMC) and the Brazilian Climate Change Forum and no measures have been taken to reduce greenhouse gas (GHG) emissions from coal-fired power plants in the state of Rio Grande do Sul, with a Just Energy Transition (TEJ) plan, which results in the ineffectiveness of these climate standards. It is pointed out that the climate crisis has led to water shortages in the municipality of Candiota, which has been recognized by municipal decree and that, in parallel to this situation, the various coal-fired thermoelectric plants in the region use local water for cooling, causing damage to the water system, the biome and the climate. It is alleged that the defendants have neglected climate policy when dealing with the licensing and renewal of licenses for these projects in the state. At the same time, the Federal Government has encouraged coal-fired thermoelectric projects through energy auctions authorized by ANEEL. CRM, responsible for the Candiota coal mine, and CGT Eletrosul, responsible for the Candiota III Thermoelectric Plant - the most polluting and least efficient plant in the country - have been operating in disregard of environmental climate laws. It is argued that it is up to the Judiciary, based on the principle of the prohibition of regression and duties of protection, to guarantee effective compliance with the rules in question and prevent the climate scenario from worsening. It is argued that the entire situation of alleged unlawfulness gives rise to a claim for compensation for collective moral damages. The plaintiffs make several requests for injunctive relief for the various defendants, so that the defendants' conduct is brought into line with the environmental climate standards. On the merits, it is requested that (i) the requests for preliminary injunctions be confirmed; (ii) it be declared that in the period from 2009 to 2023, the Federal Government, and from 2010 to 2023, the state of Rio Grande do Sul, by action or omission, failed to comply with climate standards and did not meet the deadlines and targets set out in the PNMC, the Paris Agreement and the PGMC, because they did not give effect to the regulations and did not act to reduce GHG emissions from coal-fired thermoelectric plants in the state; (iii) to declare that Rio Grande do Sul has failed to meet the targets and deadlines set out in international, national and state regulations; (iv) the suspension of public incentives to exploit coal in the state, the implementation of a TEJ plan for the contested plants; the publication of public notices to finance educational projects and research projects with universities and federal institutes that encourage environmental awareness and the guidelines of the PNMC and PGM; the creation of a WG for the decommissioning and energy transition of coal-fired projects; the suspension and non-renewal of energy sales contracts for the contested plants; (v) ordering the defendants to pay compensation for climate damage; (vi) ordering the Federal Government and the state of Rio Grande do Sul to bear the costs of the requests made; (vii) ordering all the defendants to pay the sum of ten million reais as collective moral damage in environmental and climate matters.","The lawsuit seeks to order the defendants to adopt effective measures to comply with the guidelines, deadlines and targets set out in federal and state (Rio Grande do Sul) climate laws.",https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230706_Public-Civil-Action-ACP-5050920-75.2023.4.04.7100_petition-1.pdf,https://climatecasechart.com/non-us-case/instituto-preservar-agapan-and-nucleo-amigos-da-terra-vs-federal-union-and-others-climate-emergency-in-rio-grande-do-sul-state
"Instituto Arayara, APIB and Rio dos Pardos Indigenous Land Kupli Village vs. ANP, IBAMA, Federal Government and others",2023,ACP nº 1049493-58.2023.4.01.3200,Pending,"Suits against governments, Energy and power","Brazil, Amazonas, Amazonas Federal Court","Brazil, Federal Constitution, art. 225, Brazil, 170, Brazil, ILO Convention 169 (enacted by Decree 5051/2004, Brazil, Federal Constitution, art. 170, Brazil, Federal Constitution, art. 231","On December 12, 2023, the NGO Instituto Arayara de Educação e Cultura para a Sustentabilidade, the Articulation of Indigenous Peoples of Brazil (APIB) and the Rio dos Pardos Indigenous Land Kupli Village filed a public civil action (environmental class-action) against the National Agency for Petroleum, Natural Gas and Biofuels (ANP), Brazil’s Federal Environment Agency (IBAMA), and the Federal Government. This lawsuit is part of a set of 6 environmental class-action filed against the 4th Bid Cycle for oil exploration blocks. The aim is to challenge the auction of oil exploration blocks held through the 4th Cycle. The plaintiffs argue that the inclusion of a set of blocks located in the Paraná and Amazonas Basins is illegal, as they overlap with areas of influence or restriction of 23 indigenous lands, and there was no prior, free and informed consultation process. They claim this is a case of environmental racism, since the proximity of the exploration blocks to indigenous lands poses risks to health, the environment and the use of the territory by the peoples who live there. They state that the climate crisis scenario requires an energy transition towards clean energies and a reduction in GHG emissions, which is incompatible with the expansion of oil exploration. Furthermore, they affirm that indigenous lands are essential for combating this crisis, as they are barriers against deforestation and forest degradation and their inhabitants are the main guardians of the environment. As a preliminary injunction the plaintiffs request the suspension of the offer of the contested exploration blocks in the 4th Bid Cycle, until the protection of indigenous rights is observed. On a definitive basis, they request that the contested blocks be excluded from the Bid Cycle until the affected indigenous rights are consulted.",Challenge of an auction of oil exploration blocks for impacts on indigenous people’s rights and climate change.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240301_ACP-no-1049493-58.2023.4.01.3200_reply.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231212_ACP-no-1049493-58.2023.4.01.3200_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240401_ACP-no-1049493-58.2023.4.01.3200_application.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240304_ACP-no-1049493-58.2023.4.01.3200_reply.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240301_ACP-no-1049493-58.2023.4.01.3200_reply-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240301_ACP-no-1049493-58.2023.4.01.3200_reply-2.pdf",https://climatecasechart.com/non-us-case/instituto-arayara-apib-and-rio-dos-pardos-indigenous-land-kupli-village-vs-anp-ibama-federal-government-and-others
"Instituto Arayara, Associação dos Agricultores e Agricultoras Remanescentes de Quilombo de Córrego de Ubaranas and ARQCSAD v. ANP and the Federal Government",2023,,Pending,"Suits against governments, Energy and power",,"Brazil, Federal Constitution, art. 225, Brazil, Federal Constitution, art. 170, International Law, ILO Indigenous and Tribal Peoples Convention 169, Brazil, National Environmental Policy (Federal Law 6 938/81)","On December 7, 2023, the NGO Instituto Arayara and two associations of Quilombola people filed a public civil action (environmental class-action) against the National Agency for Petroleum, Natural Gas and Biofuels (ANP) and the Federal Government. This lawsuit is part of a set of 6 environmental class-actions filed against the 4th Bid Cycle for oil exploration blocks.
The plaintiffs argue that the inclusion of a set of blocks located in the Mucuri, Potiguar, and Alagoas Basins is illegal, as they overlap with Quilombola’s Lands and Areas of Direct Influence of Quilombola’s Lands and there was no prior, free and informed consultation process. They claim this is a case of environmental racism, since the proximity of the exploration blocks to Quilombola’s Lands poses risks to health, the environment and the use of the territory by the peoples who live there. They state that the climate crisis scenario requires an energy transition towards clean energies and a reduction in GHG emissions, which is incompatible with the expansion of oil exploration. Furthermore, they affirm that Quilombola’s Lands are essential for combating this crisis, as they are barriers against deforestation and forest degradation.",Challenge of an auction of oil exploration blocks for impacts on climate change and Quilombola people.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231207_75407_complaint.pdf,https://climatecasechart.com/non-us-case/instituto-arayara-associacao-dos-agricultores-e-agricultoras-remanescentes-de-quilombo-de-corrego-de-ubaranas-and-arqcsad-v-anp-and-the-federal-government
Better New Zealand Trust v Minister for Transport,2024,,Pending,"Suits against governments, Energy and power","New Zealand, High Court of New Zealand","New Zealand, Land Transport Act 1998","In July 2024, the New Zealand government weakened the national Clean Car Standard, a policy that requires imported vehicles to meet a target for average emissions per kilometer. Importers that do not meet these requirements must pay a penalty or purchase surplus credits from low- and zero-emissions importers. Government modeling acknowledges that this will reduce the uptake of hybrid and electric vehicles. Section 167C states that before setting clean car standards, the Minister of Transport must “be satisfied … that the targets are set at an appropriate level to increase the supply of zero- and low-emissions vehicles in the market.” Standards must also be “consistent with transport-specific policies and strategies outlined in the emissions reduction plan.” The Better New Zealand Trust argues that the new targets will “decrease compared to the previous targets, and that the Emissions Reduction Plan target to have 30% of the fleet as EVs by 2035 will be that much harder to achieve.”","Whether changes to New Zealand’s Clean Car Standard – which relax car import efficiency requirements – meet the statutory requirement that they increase the supply of zero- and low-emission vehicles in the market, and that they are consistent with New Zealand’s emissions reduction plan.",No case documents are available.,https://climatecasechart.com/non-us-case/better-new-zealand-trust-v-minister-for-transport
ADI 7596 (RenovaBio and Unlawful Interference in Economic Activity),2024,,Pending,"Suits against governments, Energy and power","Brazil, Federal District, Federal District Federal Court","Brazil, Paris Agreement (enacted by Decree 9073/2017), Brazil, UN Framework Convention on Climate Change – UNFCCC (enacted by Federal Decree 2652/1998), Brazil, National Biofuels Policy (RenovaBio)","On February 5, 2024, the Democratic Renewal Party (PRD) filed a Direct Action of Unconstitutionality (ADI) with a preliminary injunction request. The action is seeking for a declaration of unconstitutionality of Articles 4(I), 6, 7, 9, and 10 of Law No. 13,576/2017, which regulates the National Biofuels Policy (RenovaBio) and other provisions. By extension, it seeks a declaration of unconstitutionality of Articles 1 to 8 and 12(IV to VII) of Decree No. 9,888/2019, all articles of National Agency of Petroleum, Natural Gas, and Biofuels (ANP) Resolution No. 791/2019, and Articles 6(II to VII), 8(II), 11(§3), and 13 of Normative Ordinance No. 56/GM/MME/2022, which violate the norms outlined in the Federal Constitution, the principles of reasonableness and proportionality, as well as articles of the Paris Agreement, an international human rights treaty with supra legal force.",Whether articles of the National Biofuels Policy (RenovaBio) are unconstitutional and contrary to the Paris Agreement.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240205_77930_complaint.pdf,https://climatecasechart.com/non-us-case/adi-7596-renovabio-and-unlawful-interference-in-economic-activity
Federal Public Prosecutor’s Office (MPF) v. INEA and Karpowership Brasil Energia Ltda.,2022,ACP n 5020957-93.2022.4.02.5101,Pending,"Suits against governments, Energy and power, Suits against corporations, individuals, Corporations, Environmental assessment and permitting","Brazil, Rio de Janeiro, Rio de Janeiro Federal Court","Brazil, Federal Constitution, art. 225, International Law, UNFCCC, Paris Agreement, Brazil, Complementary Law 140/201, Brazil, PNMC (Federal Law 12 187/2009), Brazil, National Environmental Policy (Federal Law 6 938/81)","On March 25, 2022, the Federal Public Prosecutor’s Office (Minstério Público Federal - MPF) filed a Public Civil Action (environmental class action) against the Rio de Janeiro’s State Environmental Agency (Instituto Estadual do Meio Ambiente – INEA), and the company Karpowership Brasil Energia Ltda. due to alleged irregularities in the environmental licensing process of 36 temporary towers for power transmission lines in Sepetiba Bay, Rio de Janeiro. The plaintiff informs that INEA, when granting the Integrated environmental license disregarded the synergistic and cumulative impacts with the request for a license to install and operate four floating Thermoelectric Plants in the same region, which are part of the same project. It argues that both the temporary towers for power transmission lines and the floating Thermoelectric Plants should be analyzed together and that there was an absence of an Environmental Impact Study/Environmental Impact Report (EIA/RIMA) and of a public hearing with the participation of the local community. The MPF points out that thermoelectric enterprises are generators of Greenhouse Gas (GHG) pollution. For this reason, INEA should require prior studies to assess the contribution of the project to climate change, taking into account the objectives of the National Policy on Climate Change - PNMC (Federal Law 12.189/2009) and the goals assumed by Brazil in the Paris Agreement.It raises the special protection of the Atlantic Forest biome (under Federal Law 11.428/2006) when it comes to suppression of vegetation. The MPF bases its claim on the duty of the Public Authorities to defend and preserve the ecologically balanced environment provided for in article 225 of the Federal Constitution.",Whether the permitting of towers for power transmission lines should be analyzed together with  the project of floating Thermoelectric Plants considering its cumulative and synergic impacts and  its contribution to climate change.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220925_ACP-n-5020957-93.2022.4.02.5101_decision.pdf,https://climatecasechart.com/non-us-case/federal-public-prosecutors-office-mpf-vs-inea-and-karpowership-brasil-energia-ltda
Instituto Arayara vs. ANP and others on auction of oil exploration blocks in Montes Submarinos,2023,,Pending,"Suits against governments, Energy and power","Brazil, Pernambuco, Pernambuco Federal Court","Brazil, Federal Constitution, art. 225, Brazil, Federal Constitution, art. 170, Brazil, National Environmental Policy Act (Law No. 6.938 of 1981)","On November 17, 2023, the NGO Instituto Arayara de Educação e Cultura para a Sustentabilidade filed a public civil action (environmental class-action) against the National Agency for Petroleum, Natural Gas and Biofuels (ANP), Brazil’s Federal Environment Agencies (Brazilian Institute of the Environment and Renewable Natural Resources - IBAMA and Chico Mendes Institute for Biodiversity Conservation - ICMBio), and the Federal Government. This lawsuit is part of a set of 6 environmental class actions filed against the 4th Bid Cycle for oil exploration blocks. The aim is to challenge the auction of oil exploration blocks located in the Potiguar Basin.",Challenge of an auction of oil exploration blocks for impacts on and climate change.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231220_75368_reply.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231117_75368_complaint.pdf",https://climatecasechart.com/non-us-case/instituto-arayara-vs-anp-and-others-on-auction-of-oil-exploration-blocks-in-montes-submarinos
Instituto Internacional Arayara v. IBAMA and others,2022,ACP n 5003643-89.2022.4.02.5116,Pending,"Suits against governments, Energy and power, Suits against corporations, individuals, Corporations, Environmental assessment and permitting","Brazil, Rio de Janeiro, Rio de Janeiro Federal Court","Brazil, Federal Constitution, art. 225, International Law, UNFCCC, Paris Agreement, Brazil, Federal Constitution, art. 170, Brazil, PNMC (Federal Law 12 187/2009), Brazil, National Environmental Policy (Federal Law 6 938/81)","On October 28, 2022, the NGO, Instituto Internacional Arayara filed a Public Civil Action (environmental class-action) against the National Environmental Agency (Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis – IBAMA), the Federal Union, the Rio de Janeiro’s State Environmental Agency (Instituto Estadual do Meio Ambiente – INEA), the State of Rio de Janeiro, and the companies EDF Norte Fluminense S.A. - Usina Termelétrica Norte Fluminense S.A., Global Participações em Energia S.A., Usina Termelétrica Nossa Senhora de Fátima and Litos Energia Ltda.",Whether the permitting of thermoelectric plants project has been conducted without considerations of GHG emissions and water related impacts.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221028_ACP-n-5003643-89.2022.4.02.5116_petition.pdf,https://climatecasechart.com/non-us-case/instituto-internacional-arayara-vs-ibama-and-others
Instituto Verdeluz and others v. Portocem Geração de Energia S.A. and SEMACE,2022,ACP n 5003643-89.2022.4.02.5116,Pending,"Suits against governments, Energy and power, Suits against corporations, individuals, Corporations, Environmental assessment and permitting","Brazil, Ceará, Ceará Federal Court","Brazil, Federal Constitution, art. 225, Brazil, Paris Agreement (enacted by Decree 9073/2017), Brazil, National Environmental Policy (PNMA), Brazil, Federal Constitution, art. 231, Brazil, National Policy on Climate Change – PNMC (Federal Law 12, Brazil, PNMC (Federal Law 12 187/2009), International Law, ILO Indigenous and Tribal Peoples Convention 169, Brazil, State Policy on Climate Change – PEMC (State Law 13798/2009)","On May 31, 2023, the NGO Instituto Verdeluz, the Indigenous Council of the Anacé People of Japiman, and the Indigenous Association of the Anacé People of the Planalto Cauipe Village filed a Public Civil Action (environmental class-action) against the company Portocem Geração de Energia S.A. and the Secretary of the Environment of the State of Ceará (Secretaria do Meio Ambiente do Estado do Ceará – SEMACE). The plaintiffs seek the suspension and subsequent annulment of the environmental licensing process of the Portocem Thermoelectric Plant (UTE), powered by natural gas, which is to be installed in the Pecém Industrial and Port Complex (CIPP). They claim there is non-compliance with legal norms and several omissions in the Environmental Impact Study (EIA), including (i) the concealment of indigenous communities in the vicinity of the project, (ii) the disregard of impacts related to water resources, (iii) the disregard of potential socioeconomic impacts, (iv) the underestimation of damage to health, and (v) the disregard of climate impacts. They also believe that there was no adequate analysis of synergistic and cumulative impacts with other enterprises in the region, considering their insertion in an Industrial Complex. In relation to climate impacts, the plaintiffs argue that the EIA failed to list important consequences for climate stability. They mention the reports of the Intergovernmental Panel on Climate Change (IPCC) and how the use of fossil fuels is incompatible with the guiding principles of the national energy policy. They argue that Brazil and the state of Ceará have made a legal commitment to reduce greenhouse gas (GHG) emissions, which goes against the implementation of a new gas-fired thermoelectric plant. The plaintiffs also point out that the Northeast is one of the regions in Brazil most vulnerable to climate change and stress the importance of the risk analysis of the project to the water security of the region, considering that the water resources of the Northeast are under pressure from climate change. On top of the problems in the impact assessment, the plaintiffs also state flaws in the licensing process due to the lack of effective public participation. In this sense, they question the lack of prior, free, and informed consultation with the indigenous Anacé people. They believe that there was a violation of national and international norms of indigenous peoples' rights, especially Convention 169 of the International Labor Organization (ILO).","Whether the permitting of thermoelectric plants project has been conducted without considerations of GHG emissions, water related impacts, and prior consultation with indigenous people.",No case documents are available.,https://climatecasechart.com/non-us-case/instituto-verdeluz-and-others-v-portocem-geracao-de-energia-sa-and-semace
Austria v. European Commission,2022,T-625/22,pending,"Suits against governments, Energy and power","European Union, General Court (known as Court of First Instance before 2010)","European Union, Commission Delegated Regulation (EU) 2022/1214, European Union, Regulation (EU) 2020/852","On October 7, 2022, Austria brought an action against the European Commission. It demanded the General Court annul Commission Delegated Regulation (EU) 2022/1214 of 9 March 2022, which qualifies investments in fossil gas and nuclear energy as “environmentally sustainable”.",Whether investments in fossil gas and nuclear energy rightly qualify as “environmentally sustainable” under the EU Taxonomy.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221007_T-62522_application-2.pdf,https://climatecasechart.com/non-us-case/austria-v-european-commission
Soubeste and Others v. Austria and 11 Other States,2022,No. 31925/22,Pending,"Suits against governments, Human Rights, Youth/Children, Suits against governments, Human Rights, Other, Suits against governments, Energy and power","International Courts & Tribunals, European Court of Human Rights","International Law, Energy Charter Treaty","Five young European citizens allege that their right to life, right to be free of inhuman or degrading treatment, right to respect for their private and family life and right not to be subjected to discrimination have been adversely affected by extreme meteorological events which are directly linked to climate change and the consequences of which they have personally experienced. They contend, in particular, that the climate change that affects them is driven, to a large extent, by fossil energy industry and that the 1994 Energy Charter Treaty (ECT), ratified by all twelve Respondent States, protects investors in that sector from regulatory changes and gives them access to exorbitant remedies through investor-State dispute settlement mechanisms, thereby inhibiting the Respondent States from taking immediate measures against climate change and making it impossible for them to attain goals enshrined in Article 2 of the 2015 Paris Agreement.",Whether rights of young citizens have been affected by climate change due to the Energy Charter Treaty.,No case documents are available.,https://climatecasechart.com/non-us-case/soubeste-and-others-v-austria-and-11-other-states
Mihkel Undrest vs. Government of Estonia,2022,3-22-1312,decided,"Suits against governments, Energy and power","Estonia, Tallinn Administrative Court","Estonia, Planning Act","In 2022, the Government of Estonia imposed a thematic maritime planning which broadly determines areas suitable for the development of wind parks and lays down the general principles and parameters for wind parks in those areas. Mihkel Undrest, a resident whose land on the coast is about 11 kilometres from where the closest wind turbines could be constructed, filed a complaint to the Tallinn Administrative Court and requested the annulment of the planning insofar as it restricts his right to enjoy his home and the right to property.",Whether a person can request the annulment of a spatial planning with a very high degree of generality.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230314_3-22-1312_decision.pdf,https://climatecasechart.com/non-us-case/mihkel-undrest-vs-government-of-estonia
Hindustan Zinc Ltd. v. Rajasthan Electricity Regulatory Commission,2013,Civil Appeal No. 4417 of 2015; (2015) 12 SCC 611,Decided,"Suits against governments, Energy and power, Suits against governments, GHG emissions reduction and trading, Other","India, Supreme Court","India, The Electricity Act 2003, India, The National Electricity Policy 2005, India, The Tariff Policy 2006","On August 31, 2012, the High Court of Rajasthan passed a judgment requiring companies having captive generation power plants to purchase a minimum amount of energy from renewable sources. The Rajasthan Electricity Regulatory Commission (Renewable Energy Obligation) Regulations, 2007 and Rajasthan Electricity Regulatory Commission (Renewable Energy Certificate and Renewable Purchase Obligation Compliance Framework) Regulations 2010 imposed the Renewable Energy obligation (RE obligation) on the captive generation entities to purchase a certain minimum amount of energy from renewable sources and to pay a surcharge in case of shortfall in meeting the RE obligation.",Promoting renewable sources of energy (‘green power’) and strengthening renewable energy market.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20150513_Civil-Appeal-No.-4417-of-2015-2015-12-SCC-611_judgment-1.pdf,https://climatecasechart.com/non-us-case/hindustan-zinc-ltd-v-rajasthan-electricity-regulatory-commission
