label,year,reporter_info,status,case_categories,jurisdictions,principal_laws,summary,at_issue,case_documents,url
Public Defender’s Office of the State of Pará vs. Brazil AGFOR LLC and others (Project 2252 carbon credits and “forest carbon grabbing”),2023,Public Civil Action (ACP) 0806505-59.2023.8.14.0015,Pending,"Suits against corporations, individuals, Corporations, Carbon credits, Suits against corporations, individuals, Others, Suits against governments, Environmental assessment and permitting, Other projects","Brazil, Pará, Pará State Court","Brazil, ILO Convention 169 (enacted by Decree 5051/2004, Brazil, UN Framework Convention on Climate Change – UNFCCC (enacted by Federal Decree 2652/1998), Brazil, Forest Code (Law 12 651/2012)","On July 20, 2023, the Public Defender's Office of the State of Pará (DPE-PA) filed a Public Civil Action (ACP) with a request for injunctive relief against Brazil AGFOR LLC, Michael Edward Greene, Jonas Akila Morioka, Amigos dos Ribeirinhos Assessoria Ambiental EIRELI, Associação dos Ribeirinhos e Moradores, BLB Florestal Preservação no Brasil Ltda. and the Municipality of Portel due to projects that generate illegal carbon credits sold on the voluntary market. This ACP is part of a set of four lawsuits filed by the DPE-PA on the same grounds, but challenging different carbon credit projects. The REDD+ 2252 project, which is the subject of the lawsuit, overlaps the areas of 5 State Agro-Extractivist Settlement Projects (PEAEX). These PEAEX are public lands, whose real right of use is granted to traditional communities located in the municipality of Portel, in the state of Pará, which did not participate in the contested project. Project 2252 generates REDD+ assets (credits generated by avoided deforestation, sustainable management and increased forest carbon stocks), was certified by an international company and has been established since 2016 to generate carbon credits for thirty years. Companies and individuals are sued for being responsible, developers of the project or alleged owners of rural properties where it is located. The DPE-PA alleges irregularities in the property registrations that make up the project, and that the project does not have authorisation from the state of Pará, which characterises the grabbing of public land. In addition, the mayor of Portel issued a Public Utility Decree authorising its operation, which the DPE-PA argues is unconstitutional. It is emphasised that the project was implemented without a prior technical study. The DPE-PA argues that the defendants acted in violation of the right to traditional territory, the right to prior, free and informed consultation of traditional communities, that they did not comply with federal legislation on climate change, payments for environmental services and the concession of public forests and did not benefit the communities directly affected by the project. It argues that the defendants' behaviour entails the duty to compensate for collective moral damage. As an injunction, the plaintiff requests (i) the recognition of the possession of the lands by the traditional communities; (ii) the suspension of Project 2252 and an order that the defendants refrain from entering the PEAEX. On the merits, the plaintiff requests (i) confirmation of the requests for an injunction; (ii) recognition of the right to the traditional territory; (iii) the annulment of Project 2252 and the legal transactions derived from it; (iv) an order to prohibit the defendants from entering the territories; (v) a declaration that the Public Utility Decree issued by the Municipality of Portel is null and void; (vi) an order to pay collective moral damages in the amount of R$ 5,000,000.00 to be paid into the Eastern Amazon Fund in favour of the communities of the extractivist territories of Portel.",Whether there were established illegal carbon credit projects in extractivist lands areas in the Pará State.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230720_Public-Civil-Action-ACP-0806505-59.2023.8.14.0015-_petition-1.pdf,https://climatecasechart.com/non-us-case/public-defenders-office-of-the-state-of-para-vs-brazil-agfor-llc-and-others-project-2252-carbon-credits-and-forest-carbon-grabbing
Association for Protection of Democratic Rights v. The State of West Bengal and Others,2018,SPECIAL LEAVE PETITION (CIVIL) NO. 25047 OF 2018,Pending,"Suits against governments, Environmental assessment and permitting, Other projects","India, Supreme Court","International Law, UNFCCC, Paris Agreement, India, o National Action Plan on Climate Change of 2008, India, Constitution","On March 25, 2021, the Supreme Court of India issued an order establishing an expert committee to ""[d]evelop a set of scientific and policy guidelines that shall govern decision making with respect to cutting of trees for developmental projects."" The order came in response to a petition challenging the government of West Bengal's plans to cut hundreds of trees, some up to 150 years old, in order to construct roads over bridges and widen roads. In considering whether the plan was in accord with the constitutional right to a healthy environment and India's sustainable development commitments, the Court emphasized the need to consider the impact of such projects on carbon sequestration and climate change. The Court noted ""that the issue assumes significance from the perspective of climate change as a growing national and international concern"" and noted India's climate commitment to increase tree cover from 23% to 33%. The Court then constituted the committee, comprised of seven members, and instructed it to produce the guidelines within four weeks of its first meeting.",Whether the State of West Bengal may cut hundreds of trees in order to construct and widen roads.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210325_SPECIAL-LEAVE-PETITION-CIVIL-NO.-25047-OF-2018_order-1.pdf,https://climatecasechart.com/non-us-case/association-for-protection-of-democratic-rights-v-the-state-of-west-bengal-and-others
All Aboard Aotearoa v Waka Kotahi,2021,,Decided,"Suits against governments, Environmental assessment and permitting, Other projects","New Zealand, High Court of New Zealand","International Law, UNFCCC, Paris Agreement, New Zealand, Climate Change Response Act 2002, New Zealand, Resource Management Act 1991","In March 2021, a coalition of climate and transport advocacy groups, All Aboard Aotearoa, filed a judicial review claim against Waka Kotahi/New Zealand Transport Agency. The claimants seek an order setting aside Waka Kotahi's decisions to fund and build Mill Road, a 21.5 km road in southeast Auckland. The claimants asserted that the decisions undermined the government's commitments under the Paris Agreement and the Climate Change Response Act 2002, and that the decision-maker did not properly consider the greenhouse gas emissions of the project.",Whether decision to build a road was unlawful under New Zealand's climate commitments.,No case documents are available.,https://climatecasechart.com/non-us-case/all-aboard-aotearoa-v-waka-kotahi
Review Application Against Decision to Grant an Environmental Authorisation to Conduct Exploratory Drillings,2024,,Pending,"Suits against governments, Human Rights, Right to a healthy environment","South Africa, High Court","South Africa, Constitution, South Africa, National Environmental Management Act 107 of 1998","In South Africa, the GREEN CONNECTION NPC and NATURAL JUSTICE (herein the applicants), initiated a review application against the decision of the Director General of the Department of Minerals and Energy (the DG) and the Minister of Environment, Forestry and Fisheries (the Minister) granting an environmental authorisation to conduct exploratory drillings off the South-West coast of South Africa. The application is based on the ground that the Environmental Impact Report (EIR) utilized by the DG and Minister to inform their decision did not adhere to the stipulated requirements outlined in the National Environmental Management Act 107 of 1998 (NEMA) and the Integrated Coastal Management Act 24 of 2001 (ICMA).
The issue is whether the decision to grant environmental authorisation to conduct exploratory drilling off the South-West coast should be set aside in that it was taken without proper assessment of the environmental impacts of the proposed project. In praying for the authorisation to be set aside, it is the contention of the applicants that the decision to grant environmental authorization was made without a thorough assessment of the environmental ramifications of the proposed project, as the EIR fails to meet the standards set forth by NEMA and ICMA. The EIR failed to consider climate change impacts associated with the use of any oil or gas discovered by the Proposed Project and to evaluate potential trans-boundary impacts of an oil spill resulting from a well blowout, particularly concerning contamination in Namibian waters and international waters. It does not adequately assess the extent of socio-economic impacts, including potential revenue losses for fishing operations and coastal communities in the area. The authorisation itself flouts section 24 of the Constitution of the Republic of South Africa which guarantees the right to a healthy environment, protected for present and future generations. It infringes on the environmental impact assessment principles in National Environmental Management Act (NEMA) enacted to give effect to the constitutional rights related to environmental protection. Consequently, the decisions made regarding the environmental authorization for the proposed project are legally flawed and subject to review and potential reversal under the Promotion of Administrative Justice Act (PAJA).
In relation to jurisdiction, GREEN CONNECTION NPC and NATURAL JUSTICE   assert that the requirements for loca standi and jurisdiction have been satisfied, in that the application is brought in their own interest, in the public interest in terms of section 38(1)(c) of the Constitution and section 32(1)(d) of NEMA and in the interest of protecting the environment in terms of section 32(1)(e) of NEMA, and that the adverse effects of the decisions under review will be experienced in the Western Cape. Hence, the Court has jurisdiction in terms of section 1 of the Promotion of Administrative Justice Act 3 of 2000 (PAJA).",Whether the decision to grant environmental authorisation to conduct exploratory drilling off the South-West coast should be set aside in that it was taken without proper assessment of the environmental impacts of the proposed project,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_67124_application.pdf,https://climatecasechart.com/non-us-case/review-application-against-decision-to-grant-an-environmental-authorisation-to-conduct-exploratory-drillings
Clean Train Coalition Inc. v. Metrolinx,,,Application dismissed,"Suits against governments, Environmental assessment and permitting, Other projects","Canada, Ontario, Superior Court of Justice",,"The applicant, the Clean Train Coalition Ltd., sought judicial review of a decision of the respondent Metrolinx to enter into a contract to purchase diesel multiple units (""DMUs''), which were to be used on an air-rail link between Toronto's Union Station and Pearson Airport. The applicant argued that Metrolinx exceeded its jurisdiction in entering the supply contract for DMUs, as it failed to first conduct a feasibility study with respect to electrification of the air-rail link. Subsection 2(1) of the Judicial Review Procedure Act, R.S.O. 1990, c. J.1 (the ""JRPA"") permits the court to exercise judicial review in circumstances where there has been an exercise or refusal to exercise a ""statutory power of decision"", defined as a decision deciding or prescribing the legal rights, powers, or privileges of a party. The court, rejecting the applicant’s argument, held that the preamble did not confer any legal right, and also pointed out that the EBR provides specific mechanisms to address environmental complaints, which do not include judicial review. The application for judicial review was accordingly dismissed.",Require Metrolinx to consider alternative of electrification before purchasing diesel engine,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20121119_2667_decision.pdf,https://climatecasechart.com/non-us-case/clean-train-coalition-inc-v-metrolinx
R (on the application of People & Planet) v. HM Treasury,,[2009] EWHC 3020,Application dismissed,"Suits against governments, Environmental assessment and permitting, Other projects","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Climate Change Act 2008, Companies Act 2006","Campaigners from the World Development Movement, PLATFORM, and People & Planet brought suit against the United Kingdom Treasury for its lack of adequate environmental and human rights considerations in investing with the Royal Bank of Scotland (RBS). RBS has allegedly used public monies to finance several controversial companies and projects that undermine the UK’s commitment to halt climate change.  The High Court denied the request for permission to hold a judicial review over the Treasury’s actions.",Sought judicial review of HM Treasury decision to invest public monies with RBS,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091020_2009-EWHC-3020_judgment-1.pdf,https://climatecasechart.com/non-us-case/r-on-the-application-of-people-planet-v-hm-treasury
Taralga Landscape Guardians Inc. v. Minister for Planning,2007,[2007] 161 LGERA 1,Decided,"Suits against governments, Environmental assessment and permitting, Renewable projects","Australia, New South Wales, Land and Environment Court","Australia, Ecologically Sustainable Development (ESD) Principles, Australia, Environmental Planning and Assessment Act 1979 (NSW)","An Australian state court upheld a proposal for a wind farm, noting that the overall public benefits outweighed any private burdens.  A community organization challenged the proposal, citing negative impacts on their village and the surrounding countryside.  The court held that the concept of ecologically sustainable development, specifically intergenerational equity, is central to any decision-making process concerning the development of new energy resources.  In this case, it is reasonable to substitute an energy source that results in less greenhouse gas emissions for energy sources that result in more GHG emissions.",Challenge to wind farm proposal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070201_2007-161-LGERA-1_decision-1.pdf,https://climatecasechart.com/non-us-case/taralga-landscape-guardians-inc-v-minister-for-planning
Diyarbakır Barosu & Ekoloji Derneği vs. Diyarbakır Valiliği,2024,,Pending,"Suits against governments, Environmental assessment and permitting, Natural resource extraction","Turkey, Diyarbakir 2nd Administrative Court","Turkey, Petroleum Law, Turkey, Environment Law, International Law, UNFCCC, Paris Agreement, International Law, Bern Convention","The case has been filed against Diyarbakır Governership, for the suspension of execution and annulment of the decision of “EIA not required”, issued about an oil exploration and extraction project.  According to the Turkish regulation of EIA, an EIA is required for some oil projects and expert examination is needed to determine whether an EIA is required. The exploration and drilling project (Permit No: ""AR/TPO/K/L42-c1,c3,c4) of TPAO (Turkish Petroleum)in Diyarbakir, Cermik, Petekkaya Village 154 block 18 plot, which is in question, belongs to the second group. The Diyarbakır Governorship issued a decision that EIA is not required for the project. The claimants argue that the decision of “EIA not required” was unlawful. The claimants refer to several grounds to support their argument.  First, they refer to the seismic tests. When searching for oil, a series of explosions are used to understand what is underground. This is called a seismic test. The claimants argue that seismic testing destroys wildlife and soil. Second, when searching for oil, taking into account that the substances used in drilling wells are toxic and that the debris carried to the surface during drilling contains radioactive minerals and heavy metals, agricultural areas underground and surface waters will be in danger. In addition, toxic liquids coming out of the ground because of the exploration activity will mix with the air, soil, underground water and other water resources. Heavy metals in the fluids brought to the surface will also negatively affect agricultural and animal husbandry activities. Consequently, human health will also be seriously negatively affected. The claimants argue that the “EIA not required” the decision issued by the Diyarbakır Governorship might be a threat to agricultural production and that an EIA process should be carried out. There are water wells and agricultural areas under and around the oil field.","Whether the decision of “EIA not required"" for oil exploration and drilling is unlawful and should be annulled.",No case documents are available.,https://climatecasechart.com/non-us-case/diyarbakir-barosu-ekoloji-dernegi-vs-diyarbakir-valiligi
Edmond Golf Pty. Ltd. v. Frankston City Council,2010,[2010] VCAT 1183 (Australia),Approved,"Suits against governments, Environmental assessment and permitting, Climate adaptation","Australia, Victoria, Civil and Administrative Tribunal","Australia, Planning and Environment Act 1987 (Victoria)","Applicant challenged the denial of a planning permit application to construct an apartment building in an Australian state court. The County’s planning scheme requires plans to take into account sea level rise and other coastal hazards associated with climate change. The court found that no assessment was necessary because the flood risks were low. Based on this and other non-climate issues, the court granted the permit subject to conditions including stormwater drainage requirements.",Seeks approval of building permit,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100714_2010-VCAT-1183-Australia_order.pdf,https://climatecasechart.com/non-us-case/edmond-golf-pty-ltd-v-frankston-cc
Public Prosecutor’s Office of the State of Rio de Janeiro vs. Municipality of Niterói (Neighborhood Impact Study),2013,ACP 0006155-57.2013.8.19.0002,Pending,"Suits against governments, Environmental assessment and permitting, Other projects","Brazil, Rio de Janeiro, Rio de Janeiro State Court, Brazil, Superior Court of Justice","Brazil, Federal Constitution, art. 225, Brazil, Federal Constitution, art. 5, Brazil, Paris Agreement (enacted by Decree 9073/2017), Brazil, National Policy on Climate Change – PNMC (Federal Law 12, Brazil, City Statute (Federal Law 10.257/2001)","This is a Public Civil Action (ACP) filed by the Public Prosecutor's Office of the State of Rio de Janeiro (MPRJ) against the Municipality of Niterói, with the aim of requiring the defendant to carry out a Neighborhood Impact Study (EIV) before granting a license for the construction of large residential and commercial buildings, with more than six floors, in the Icaraí neighborhood of Niterói. The plaintiff argues that the neighborhood's urban infrastructure does not support greater population density, and that real estate expansion has harmed the local population's quality of life. It argues that new building licenses are being granted without the requirement of a prior urban planning study, in disagreement with municipal urban policies, especially the Master Plan (Municipal Law 1.157, updated by Municipal Law 2.123) and the City Statute (Federal Law 10.257/01). It states that the expansion of the real estate market must take place in accordance with municipal planning, preserving urban sustainability and environmental protection. In this sense, in anticipation of a preliminary injunction, it requests that the defendant be ordered to first obtain an EIV for all large-scale real estate developments in the Icaraí neighborhood, as a condition for a construction permit. On the merits, among the requests, it asks for confirmation of the injunction and for the defendant to be ordered to pay compensation for the moral and material damage suffered by the community as a result of the omission of the EIV.
In a preliminary injunction, the court found that there was a risk of irreparable damage or damage that would be difficult to repair. He ordered the defendant to proceed with the licensing of the projects in question with the prior approval of the EIV, under penalty of a fine.
In its statement of defense, the Municipality of Niterói argued, preliminarily, that the plaintiff had no interest in acting. It alleged that the claim of the present ACP is absorbed in the object of a previous ACP (2009.002.051167-6). It argued also that it is impossible to control the constitutionality of a municipal law by means of an ACP. It is also stated that the plaintiff's allegations are generic, and that the EIV for the aforementioned projects does not fall within the parameters set by the Municipal Legislature that require this assessment. It argued that the municipality was not liable for moral and material damages. It emphasized the lack of technical evidence capable of proving the plaintiff's allegations. He asked for the injunction to be revoked. It requested, among other things, (i) that the lawsuit be dismissed, due to the lack of interest in acting, the inappropriateness of the chosen course of action and lis pendens, and (iv) that the plaintiff's claim be dismissed.
In its ruling, the judge held that the City Statute introduced various instruments that allow the state to take preventive measures in order to avoid unbalanced urban growth and guarantee minimum conditions for the occupation of habitable spaces, such as the EIV. It stated that it was an instrument for implementing the principles of prevention, precaution and sustainable development. It also considered that the criterion used by the MPRJ to require the EIV is based on the law, which considers developments with more than six floors to be large, emphasizing that the right to quality of life necessarily requires a guarantee of an ecologically balanced environment, and that the City Statute, by outlining instruments to protect the environment, is linked to the collective system of diffuse rights. The claim for material and moral damages was dismissed. It granted the application in part, to confirm the preliminary injunction and order the defendant to obtain prior approval of the EIV for all large-scale, multi-family residential or commercial real estate developments, with more than six floors, in the Icaraí neighborhood, in the stretch corresponding to urban fractions IC-06, IC-07 (up to Pedra Itapuca), IC-08, IC-12 and IC-14, under penalty of a fine.
The Municipality of Niterói then filed an appeal. In ruling on the appeal, the Seventeenth Civil Chamber of the Rio de Janeiro State Court of Justice (TJRJ) emphasized that the right to an ecologically balanced environment (article 225 of the Federal Constitution) includes urban planning as an integrating factor and the right to sustainable cities, which is a fundamental right, related to the guiding principles of city development (article 182 of the Federal Constitution). It understood that the EIV seeks to contemplate the positive and negative impacts of developments in relation to the quality of life of the local and nearby population. It pointed out that the principle of adaptation, included in the Paris Agreement (enacted by Federal Decree 9.073/2017) and provided for in the National Policy on Climate Change - PNMC (Federal Law 12.187/2009), requires reducing the vulnerability of natural and human systems, such as cities, to the effects of climate change. He considered that the action does not seek to declare a municipal law unconstitutional, but aims to comply with urban planning and environmental standards in order to oblige the municipality to require an EIV before approving large-scale developments, with a view to reducing urban risks and ensuring the sustainability of cities. He therefore dismissed the appeal.
The Municipality of Niterói then filed Special and Extraordinary Appeals, which were admitted by the Third Vice-Presidency of the TJRJ. The Special Appeal (REsp 1.923.322/RJ) was distributed to the Superior Court of Justice and is currently pending.
In addition, the Municipality of Niterói filed a Constitutional Complaint (Rcl 35.699/RJ) with the Federal Supreme Court (STF) alleging that the TJRJ's decision violated Binding Precedents 10 and 37. The Complaint was dismissed in a monocratic decision and, after an interlocutory appeal, in a ruling. The First Panel of the STF held that there had been no violation of the plenary clause, in accordance with Binding Precedent 10, because the basis of the decision did not concern the unconstitutionality of the municipal law. It also concluded that the discussion deals with the prior approval of the EIV for granting a license for the construction of large-scale projects, which is not related to Binding Precedent 37. The ruling became final and was removed to the archives.","Whether the Municipality of Niterói is required to carry out a Neighborhood Impact Study (EIV) before granting a license for the construction of large residential and commercial buildings, with more than six floors, in the Icaraí neighborhood of Niterói.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200401_ACP-0006155-57.2013.8.19.0002_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190510_ACP-0006155-57.2013.8.19.0002_ruling.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160401_ACP-0006155-57.2013.8.19.0002_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130429_ACP-0006155-57.2013.8.19.0002_reply.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130201_ACP-0006155-57.2013.8.19.0002_order.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130101_ACP-0006155-57.2013.8.19.0002_petition.pdf",https://climatecasechart.com/non-us-case/public-prosecutors-office-of-the-state-of-rio-de-janeiro-vs-municipality-of-niteroi-neighborhood-impact-study
